time_ms,vin,vout1,vout2,vout3,vout4
1.752799999999999914e-01,7.589180380000000170e-01,3.510308659999999970e-01,3.510520950000000084e-01,3.510525210000000063e-01,3.510306429999999756e-01
1.762800000000000200e-01,7.589462890000000517e-01,3.507399620000000162e-01,3.507611250000000069e-01,3.507615499999999775e-01,3.507397400000000220e-01
1.772800000000000209e-01,7.589741859999999951e-01,3.504536619999999991e-01,3.504747599999999963e-01,3.504751839999999952e-01,3.504534409999999767e-01
1.782799999999999940e-01,7.590017289999999583e-01,3.501719360000000170e-01,3.501929690000000206e-01,3.501933919999999922e-01,3.501717149999999945e-01
1.792799999999999949e-01,7.590289159999999979e-01,3.498947510000000038e-01,3.499157219999999846e-01,3.499161430000000128e-01,3.498945310000000086e-01
1.802799999999999958e-01,7.590557470000000029e-01,3.496220789999999745e-01,3.496429890000000151e-01,3.496434090000000161e-01,3.496218600000000065e-01
1.812799999999999967e-01,7.590822210000000014e-01,3.493538910000000275e-01,3.493747400000000169e-01,3.493751580000000190e-01,3.493536709999999768e-01
1.822799999999999976e-01,7.591083360000000502e-01,3.490897579999999722e-01,3.491105480000000205e-01,3.491109649999999953e-01,3.490895399999999760e-01
1.832799999999999985e-01,7.591340909999999553e-01,3.488308359999999775e-01,3.488515680000000008e-01,3.488519840000000038e-01,3.488306179999999812e-01
1.842799999999999994e-01,7.591594860000000500e-01,3.485759420000000275e-01,3.485966180000000247e-01,3.485970319999999734e-01,3.485757250000000029e-01
1.852800000000000002e-01,7.591845189999999466e-01,3.483254029999999779e-01,3.483460230000000046e-01,3.483464359999999815e-01,3.483251860000000089e-01
